ID_BVOTE,SCRUTIN,ANNEE,TOUR,DATE,NUM_CIRC,NUM_QUARTIER,NUM_ARROND,NUM_BUREAU,NB_PROCU,NB_INSCR,NB_EMARG,NB_VOTANT,NB_BLANC,NB_NUL,NB_EXPRIM,M. PENG Chang Hua,M. COUMET Jérôme,M. OLIVIER Jean-Baptiste,M. GRÉGOIRE Emmanuel,Mme MAZETIER Sandrine,Mme MONTANDON Valérie,Mme HERVIEU Céline    ,M. GANTZER Gaspard    ,M. LECOQ Jean-Pierre    ,M. FORT Bertil,Mme CORDEBARD Alexandra    ,M. AMELLAL Karim,M. RUPIN Pacôme    ,M. VÉRON Aurélien,M. WEIL Ariel,Mme LEMARDELEY Marie-Christine,Mme BERTHOUT Florence,Mme Garnier Nelly,M. VAUGLIN François,M. POITOUX Guillaume,Mme IBLED Catherine,Mme EVREN Agnès,Mme TORANIAN Anouch,M. VILLANI Cédric,Mme CARRERE-GEE Marie-Claire,M. AZIERE Éric,PETIT Carine,M. SZPINER Francis,Mme SEBBAH Hanna,Mme BUZIN Agnès ,M. BOULARD Geoffroy    ,Mme TAÏEB Karen,M. ROUXEL Olivier,DAGNAUD François,Mme TOUBIANA Marie,LEJOINDRE Eric,BOURNAZEL Pierre-Yves,M. GRANIER Rudolph,M. PLIEZ Eric,M. DIDIER François-Marie,Mme SIMONNET Danielle,Mme CALANDRA Frédérique,Mme D'HAUTESERRE Jeanne,Mme LÉCUYER Catherine   ,Mme MICHEL Athénaïs,Mme SEGOND Sophie    ,M. MAURIN Pierre,Mme BURKLI Delphine,M. NGATCHA Arnaud
15-41,Municipales,2020,2,2020-06-28,12,58,15,41,40,1599,620,620,11,6,603,,,,,,,,,,,,,,,,,,,,,50.0,301.0,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-42,Municipales,2020,2,2020-06-28,12,57,15,42,20,1085,405,405,8,2,395,,,,,,,,,,,,,,,,,,,,,44.0,219.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-43,Municipales,2020,2,2020-06-28,12,57,15,43,44,1319,584,584,6,5,573,,,,,,,,,,,,,,,,,,,,,71.0,327.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-44,Municipales,2020,2,2020-06-28,12,57,15,44,19,1561,591,591,11,6,574,,,,,,,,,,,,,,,,,,,,,57.0,273.0,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-45,Municipales,2020,2,2020-06-28,13,57,15,45,30,1576,586,586,12,5,569,,,,,,,,,,,,,,,,,,,,,50.0,283.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-46,Municipales,2020,2,2020-06-28,13,57,15,46,30,1464,597,598,12,7,579,,,,,,,,,,,,,,,,,,,,,58.0,293.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-47,Municipales,2020,2,2020-06-28,13,57,15,47,29,1616,598,598,16,7,575,,,,,,,,,,,,,,,,,,,,,58.0,225.0,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-48,Municipales,2020,2,2020-06-28,13,57,15,48,12,1523,429,429,9,4,416,,,,,,,,,,,,,,,,,,,,,26.0,237.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-49,Municipales,2020,2,2020-06-28,13,57,15,49,17,1587,502,502,3,5,494,,,,,,,,,,,,,,,,,,,,,36.0,256.0,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-50,Municipales,2020,2,2020-06-28,13,57,15,50,21,1471,493,493,8,6,479,,,,,,,,,,,,,,,,,,,,,40.0,233.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-51,Municipales,2020,2,2020-06-28,13,57,15,51,23,1593,593,593,13,9,571,,,,,,,,,,,,,,,,,,,,,62.0,267.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-52,Municipales,2020,2,2020-06-28,13,57,15,52,14,1528,457,457,9,8,440,,,,,,,,,,,,,,,,,,,,,26.0,248.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-53,Municipales,2020,2,2020-06-28,13,57,15,53,27,1570,519,519,10,5,504,,,,,,,,,,,,,,,,,,,,,59.0,233.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-54,Municipales,2020,2,2020-06-28,13,57,15,54,32,1524,614,614,11,5,598,,,,,,,,,,,,,,,,,,,,,73.0,293.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-55,Municipales,2020,2,2020-06-28,13,57,15,55,28,1501,586,586,7,5,574,,,,,,,,,,,,,,,,,,,,,65.0,271.0,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-56,Municipales,2020,2,2020-06-28,13,57,15,56,53,1702,725,725,22,6,697,,,,,,,,,,,,,,,,,,,,,87.0,320.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-57,Municipales,2020,2,2020-06-28,13,57,15,57,33,1477,607,607,8,4,595,,,,,,,,,,,,,,,,,,,,,75.0,309.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-58,Municipales,2020,2,2020-06-28,13,57,15,58,45,1495,586,586,12,6,568,,,,,,,,,,,,,,,,,,,,,71.0,259.0,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-59,Municipales,2020,2,2020-06-28,13,57,15,59,27,1525,591,591,6,11,574,,,,,,,,,,,,,,,,,,,,,66.0,312.0,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-60,Municipales,2020,2,2020-06-28,13,57,15,60,60,1602,707,707,11,10,686,,,,,,,,,,,,,,,,,,,,,84.0,374.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-61,Municipales,2020,2,2020-06-28,13,57,15,61,46,1495,589,589,8,4,577,,,,,,,,,,,,,,,,,,,,,57.0,287.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-62,Municipales,2020,2,2020-06-28,13,57,15,62,56,1547,630,630,5,4,621,,,,,,,,,,,,,,,,,,,,,69.0,324.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-63,Municipales,2020,2,2020-06-28,13,57,15,63,28,1389,578,577,8,2,567,,,,,,,,,,,,,,,,,,,,,57.0,285.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-64,Municipales,2020,2,2020-06-28,13,57,15,64,35,1407,552,552,6,3,543,,,,,,,,,,,,,,,,,,,,,59.0,326.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-65,Municipales,2020,2,2020-06-28,13,57,15,65,34,1385,536,536,7,5,524,,,,,,,,,,,,,,,,,,,,,53.0,295.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-66,Municipales,2020,2,2020-06-28,13,57,15,66,45,1537,602,602,10,7,585,,,,,,,,,,,,,,,,,,,,,69.0,336.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-67,Municipales,2020,2,2020-06-28,13,57,15,67,34,1596,545,544,8,7,529,,,,,,,,,,,,,,,,,,,,,53.0,259.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-68,Municipales,2020,2,2020-06-28,13,57,15,68,42,1636,694,694,9,5,680,,,,,,,,,,,,,,,,,,,,,85.0,336.0,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-69,Municipales,2020,2,2020-06-28,13,57,15,69,45,1665,553,553,5,7,541,,,,,,,,,,,,,,,,,,,,,37.0,272.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-70,Municipales,2020,2,2020-06-28,13,57,15,70,31,1671,658,659,5,6,648,,,,,,,,,,,,,,,,,,,,,63.0,326.0,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-71,Municipales,2020,2,2020-06-28,13,57,15,71,35,1640,597,597,8,10,579,,,,,,,,,,,,,,,,,,,,,57.0,311.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-72,Municipales,2020,2,2020-06-28,13,57,15,72,34,1499,514,514,10,12,492,,,,,,,,,,,,,,,,,,,,,49.0,240.0,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-73,Municipales,2020,2,2020-06-28,13,57,15,73,32,1379,521,522,6,2,514,,,,,,,,,,,,,,,,,,,,,67.0,280.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-74,Municipales,2020,2,2020-06-28,13,60,15,74,41,1573,598,599,7,4,588,,,,,,,,,,,,,,,,,,,,,69.0,337.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-75,Municipales,2020,2,2020-06-28,13,60,15,75,33,1389,549,549,9,11,529,,,,,,,,,,,,,,,,,,,,,77.0,294.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-76,Municipales,2020,2,2020-06-28,13,60,15,76,4,1185,360,362,9,4,349,,,,,,,,,,,,,,,,,,,,,19.0,153.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-77,Municipales,2020,2,2020-06-28,13,60,15,77,26,1513,573,573,11,5,557,,,,,,,,,,,,,,,,,,,,,54.0,286.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-78,Municipales,2020,2,2020-06-28,13,60,15,78,18,1086,406,406,14,3,389,,,,,,,,,,,,,,,,,,,,,55.0,201.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-79,Municipales,2020,2,2020-06-28,13,60,15,79,21,1251,510,510,12,7,491,,,,,,,,,,,,,,,,,,,,,75.0,239.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-80,Municipales,2020,2,2020-06-28,13,60,15,80,7,1510,554,554,15,9,530,,,,,,,,,,,,,,,,,,,,,62.0,269.0,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-81,Municipales,2020,2,2020-06-28,13,60,15,81,21,1499,575,576,8,7,561,,,,,,,,,,,,,,,,,,,,,54.0,296.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-82,Municipales,2020,2,2020-06-28,13,60,15,82,40,1480,496,495,15,10,470,,,,,,,,,,,,,,,,,,,,,48.0,264.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-83,Municipales,2020,2,2020-06-28,13,60,15,83,61,1558,635,635,7,5,623,,,,,,,,,,,,,,,,,,,,,86.0,357.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-84,Municipales,2020,2,2020-06-28,13,60,15,84,26,1447,555,555,5,6,544,,,,,,,,,,,,,,,,,,,,,81.0,293.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-85,Municipales,2020,2,2020-06-28,13,60,15,85,45,1655,636,636,14,9,613,,,,,,,,,,,,,,,,,,,,,65.0,294.0,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-86,Municipales,2020,2,2020-06-28,13,60,15,86,12,1287,487,487,6,7,474,,,,,,,,,,,,,,,,,,,,,46.0,278.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-87,Municipales,2020,2,2020-06-28,13,60,15,87,32,1478,527,527,9,7,511,,,,,,,,,,,,,,,,,,,,,58.0,257.0,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-88,Municipales,2020,2,2020-06-28,13,60,15,88,31,1506,559,559,5,3,551,,,,,,,,,,,,,,,,,,,,,75.0,309.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-89,Municipales,2020,2,2020-06-28,13,60,15,89,35,1447,547,547,7,10,530,,,,,,,,,,,,,,,,,,,,,62.0,300.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-90,Municipales,2020,2,2020-06-28,13,60,15,90,31,1356,528,528,8,2,518,,,,,,,,,,,,,,,,,,,,,65.0,277.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-91,Municipales,2020,2,2020-06-28,13,60,15,91,36,1571,649,649,9,3,637,,,,,,,,,,,,,,,,,,,,,102.0,324.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-92,Municipales,2020,2,2020-06-28,13,60,15,92,14,1462,572,572,6,4,562,,,,,,,,,,,,,,,,,,,,,52.0,323.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-93,Municipales,2020,2,2020-06-28,13,60,15,93,27,1525,617,617,12,7,598,,,,,,,,,,,,,,,,,,,,,66.0,309.0,223.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-94,Municipales,2020,2,2020-06-28,13,60,15,94,30,1532,488,489,11,5,473,,,,,,,,,,,,,,,,,,,,,44.0,251.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-95,Municipales,2020,2,2020-06-28,13,60,15,95,35,1400,466,466,10,5,451,,,,,,,,,,,,,,,,,,,,,42.0,247.0,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1,Municipales,2020,2,2020-06-28,1,1,1,1,31,1047,414,414,6,9,399,,,,,,,,,,,,,68.0,192.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-2,Municipales,2020,2,2020-06-28,1,2,1,2,33,1209,491,491,7,4,480,,,,,,,,,,,,,88.0,176.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3,Municipales,2020,2,2020-06-28,1,2,1,3,38,1243,547,547,2,3,542,,,,,,,,,,,,,74.0,184.0,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4,Municipales,2020,2,2020-06-28,1,2,1,4,34,1338,537,537,13,4,520,,,,,,,,,,,,,62.0,185.0,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Municipales,2020,2,2020-06-28,1,2,1,5,18,1053,395,396,5,3,388,,,,,,,,,,,,,68.0,108.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-6,Municipales,2020,2,2020-06-28,1,2,1,6,37,1228,496,496,15,4,477,,,,,,,,,,,,,65.0,194.0,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-7,Municipales,2020,2,2020-06-28,1,3,1,7,38,1134,485,485,4,4,477,,,,,,,,,,,,,67.0,223.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-8,Municipales,2020,2,2020-06-28,1,3,1,8,15,964,380,379,7,5,367,,,,,,,,,,,,,56.0,188.0,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-9,Municipales,2020,2,2020-06-28,1,4,1,9,31,985,394,394,3,5,386,,,,,,,,,,,,,70.0,214.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-10,Municipales,2020,2,2020-06-28,1,4,1,10,34,897,322,322,1,2,319,,,,,,,,,,,,,44.0,174.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-1,Municipales,2020,2,2020-06-28,11,55,14,1,45,1366,568,568,4,0,564,,,,,,,,,,,,,,,,,,,,,,,,88.0,147.0,33.0,296.0,,,,,,,,,,,,,,,,,,,,,,
14-2,Municipales,2020,2,2020-06-28,11,55,14,2,41,1496,620,620,3,3,614,,,,,,,,,,,,,,,,,,,,,,,,81.0,176.0,44.0,313.0,,,,,,,,,,,,,,,,,,,,,,
14-3,Municipales,2020,2,2020-06-28,11,55,14,3,64,1616,757,757,7,2,748,,,,,,,,,,,,,,,,,,,,,,,,116.0,223.0,60.0,349.0,,,,,,,,,,,,,,,,,,,,,,
14-4,Municipales,2020,2,2020-06-28,11,55,14,4,42,1528,631,631,7,7,617,,,,,,,,,,,,,,,,,,,,,,,,95.0,168.0,48.0,306.0,,,,,,,,,,,,,,,,,,,,,,
14-5,Municipales,2020,2,2020-06-28,11,55,14,5,40,1408,613,613,3,2,608,,,,,,,,,,,,,,,,,,,,,,,,78.0,180.0,51.0,299.0,,,,,,,,,,,,,,,,,,,,,,
14-6,Municipales,2020,2,2020-06-28,11,55,14,6,35,1476,687,687,4,4,679,,,,,,,,,,,,,,,,,,,,,,,,90.0,187.0,54.0,348.0,,,,,,,,,,,,,,,,,,,,,,
14-7,Municipales,2020,2,2020-06-28,11,55,14,7,32,1476,619,621,4,2,615,,,,,,,,,,,,,,,,,,,,,,,,79.0,172.0,54.0,310.0,,,,,,,,,,,,,,,,,,,,,,
14-8,Municipales,2020,2,2020-06-28,11,55,14,8,32,1488,655,655,5,8,642,,,,,,,,,,,,,,,,,,,,,,,,92.0,196.0,65.0,289.0,,,,,,,,,,,,,,,,,,,,,,
14-9,Municipales,2020,2,2020-06-28,11,55,14,9,31,1516,646,646,9,2,635,,,,,,,,,,,,,,,,,,,,,,,,113.0,170.0,56.0,296.0,,,,,,,,,,,,,,,,,,,,,,
14-10,Municipales,2020,2,2020-06-28,11,55,14,10,18,1439,519,519,5,9,505,,,,,,,,,,,,,,,,,,,,,,,,48.0,184.0,42.0,231.0,,,,,,,,,,,,,,,,,,,,,,
14-11,Municipales,2020,2,2020-06-28,11,55,14,11,24,1398,590,590,4,10,576,,,,,,,,,,,,,,,,,,,,,,,,65.0,185.0,69.0,257.0,,,,,,,,,,,,,,,,,,,,,,
14-12,Municipales,2020,2,2020-06-28,11,55,14,12,35,1570,649,649,13,5,631,,,,,,,,,,,,,,,,,,,,,,,,91.0,209.0,56.0,275.0,,,,,,,,,,,,,,,,,,,,,,
14-13,Municipales,2020,2,2020-06-28,11,55,14,13,40,1554,664,664,4,10,650,,,,,,,,,,,,,,,,,,,,,,,,83.0,184.0,52.0,331.0,,,,,,,,,,,,,,,,,,,,,,
14-14,Municipales,2020,2,2020-06-28,11,56,14,14,53,1578,752,752,4,3,745,,,,,,,,,,,,,,,,,,,,,,,,109.0,280.0,95.0,261.0,,,,,,,,,,,,,,,,,,,,,,
14-15,Municipales,2020,2,2020-06-28,11,56,14,15,33,1577,639,640,7,4,629,,,,,,,,,,,,,,,,,,,,,,,,92.0,182.0,50.0,305.0,,,,,,,,,,,,,,,,,,,,,,
14-16,Municipales,2020,2,2020-06-28,11,56,14,16,33,1541,575,575,7,7,561,,,,,,,,,,,,,,,,,,,,,,,,68.0,174.0,52.0,267.0,,,,,,,,,,,,,,,,,,,,,,
14-17,Municipales,2020,2,2020-06-28,11,56,14,17,42,1504,684,684,5,8,671,,,,,,,,,,,,,,,,,,,,,,,,114.0,157.0,72.0,328.0,,,,,,,,,,,,,,,,,,,,,,
14-18,Municipales,2020,2,2020-06-28,11,56,14,18,29,1582,627,627,7,4,616,,,,,,,,,,,,,,,,,,,,,,,,90.0,142.0,41.0,343.0,,,,,,,,,,,,,,,,,,,,,,
14-19,Municipales,2020,2,2020-06-28,11,56,14,19,26,1658,564,564,9,7,548,,,,,,,,,,,,,,,,,,,,,,,,63.0,132.0,47.0,306.0,,,,,,,,,,,,,,,,,,,,,,
14-20,Municipales,2020,2,2020-06-28,11,56,14,20,18,1413,517,517,11,8,498,,,,,,,,,,,,,,,,,,,,,,,,57.0,172.0,38.0,231.0,,,,,,,,,,,,,,,,,,,,,,
14-21,Municipales,2020,2,2020-06-28,11,56,14,21,7,1415,443,443,9,14,420,,,,,,,,,,,,,,,,,,,,,,,,39.0,134.0,28.0,219.0,,,,,,,,,,,,,,,,,,,,,,
14-22,Municipales,2020,2,2020-06-28,11,56,14,22,21,1555,523,523,6,5,512,,,,,,,,,,,,,,,,,,,,,,,,64.0,151.0,26.0,271.0,,,,,,,,,,,,,,,,,,,,,,
14-23,Municipales,2020,2,2020-06-28,11,56,14,23,32,1553,623,623,13,6,604,,,,,,,,,,,,,,,,,,,,,,,,77.0,155.0,37.0,335.0,,,,,,,,,,,,,,,,,,,,,,
14-24,Municipales,2020,2,2020-06-28,11,56,14,24,24,1616,683,683,7,6,670,,,,,,,,,,,,,,,,,,,,,,,,87.0,156.0,57.0,370.0,,,,,,,,,,,,,,,,,,,,,,
14-25,Municipales,2020,2,2020-06-28,11,56,14,25,44,1561,657,657,5,1,651,,,,,,,,,,,,,,,,,,,,,,,,74.0,149.0,72.0,356.0,,,,,,,,,,,,,,,,,,,,,,
14-26,Municipales,2020,2,2020-06-28,11,53,14,26,19,1305,561,561,9,0,552,,,,,,,,,,,,,,,,,,,,,,,,85.0,192.0,64.0,211.0,,,,,,,,,,,,,,,,,,,,,,
14-27,Municipales,2020,2,2020-06-28,11,53,14,27,37,1107,448,450,1,4,445,,,,,,,,,,,,,,,,,,,,,,,,61.0,184.0,51.0,149.0,,,,,,,,,,,,,,,,,,,,,,
14-28,Municipales,2020,2,2020-06-28,11,53,14,28,89,1564,689,690,7,8,675,,,,,,,,,,,,,,,,,,,,,,,,112.0,239.0,76.0,248.0,,,,,,,,,,,,,,,,,,,,,,
14-29,Municipales,2020,2,2020-06-28,11,53,14,29,34,1626,640,640,9,3,628,,,,,,,,,,,,,,,,,,,,,,,,85.0,155.0,49.0,339.0,,,,,,,,,,,,,,,,,,,,,,
14-30,Municipales,2020,2,2020-06-28,11,53,14,30,38,1416,629,629,6,2,621,,,,,,,,,,,,,,,,,,,,,,,,80.0,197.0,65.0,279.0,,,,,,,,,,,,,,,,,,,,,,
14-31,Municipales,2020,2,2020-06-28,11,53,14,31,55,1399,629,629,7,3,619,,,,,,,,,,,,,,,,,,,,,,,,97.0,196.0,74.0,252.0,,,,,,,,,,,,,,,,,,,,,,
14-32,Municipales,2020,2,2020-06-28,11,53,14,32,38,1422,589,590,5,63,522,,,,,,,,,,,,,,,,,,,,,,,,77.0,180.0,62.0,203.0,,,,,,,,,,,,,,,,,,,,,,
14-33,Municipales,2020,2,2020-06-28,11,53,14,33,33,1573,641,641,5,2,634,,,,,,,,,,,,,,,,,,,,,,,,85.0,201.0,53.0,295.0,,,,,,,,,,,,,,,,,,,,,,
14-34,Municipales,2020,2,2020-06-28,11,54,14,34,30,1377,592,592,9,4,579,,,,,,,,,,,,,,,,,,,,,,,,92.0,163.0,63.0,261.0,,,,,,,,,,,,,,,,,,,,,,
14-35,Municipales,2020,2,2020-06-28,11,54,14,35,29,1495,659,659,9,2,648,,,,,,,,,,,,,,,,,,,,,,,,90.0,207.0,67.0,284.0,,,,,,,,,,,,,,,,,,,,,,
14-36,Municipales,2020,2,2020-06-28,11,54,14,36,19,1321,435,435,1,2,432,,,,,,,,,,,,,,,,,,,,,,,,46.0,148.0,41.0,197.0,,,,,,,,,,,,,,,,,,,,,,
14-37,Municipales,2020,2,2020-06-28,11,54,14,37,14,1491,594,594,12,4,578,,,,,,,,,,,,,,,,,,,,,,,,85.0,171.0,44.0,278.0,,,,,,,,,,,,,,,,,,,,,,
14-38,Municipales,2020,2,2020-06-28,11,54,14,38,35,1321,573,573,3,5,565,,,,,,,,,,,,,,,,,,,,,,,,76.0,145.0,46.0,298.0,,,,,,,,,,,,,,,,,,,,,,
14-39,Municipales,2020,2,2020-06-28,11,54,14,39,32,1461,565,566,3,1,562,,,,,,,,,,,,,,,,,,,,,,,,67.0,193.0,49.0,253.0,,,,,,,,,,,,,,,,,,,,,,
14-40,Municipales,2020,2,2020-06-28,10,54,14,40,29,1596,620,620,5,0,615,,,,,,,,,,,,,,,,,,,,,,,,76.0,185.0,44.0,310.0,,,,,,,,,,,,,,,,,,,,,,
14-41,Municipales,2020,2,2020-06-28,10,54,14,41,35,1701,623,623,6,4,613,,,,,,,,,,,,,,,,,,,,,,,,86.0,164.0,66.0,297.0,,,,,,,,,,,,,,,,,,,,,,
14-42,Municipales,2020,2,2020-06-28,10,55,14,42,28,1766,685,685,8,6,671,,,,,,,,,,,,,,,,,,,,,,,,83.0,178.0,44.0,366.0,,,,,,,,,,,,,,,,,,,,,,
14-43,Municipales,2020,2,2020-06-28,10,55,14,43,34,1492,638,638,5,2,631,,,,,,,,,,,,,,,,,,,,,,,,79.0,188.0,47.0,317.0,,,,,,,,,,,,,,,,,,,,,,
14-44,Municipales,2020,2,2020-06-28,10,55,14,44,37,1513,534,534,9,2,523,,,,,,,,,,,,,,,,,,,,,,,,54.0,166.0,43.0,260.0,,,,,,,,,,,,,,,,,,,,,,
14-45,Municipales,2020,2,2020-06-28,10,55,14,45,24,1560,452,452,4,7,441,,,,,,,,,,,,,,,,,,,,,,,,34.0,155.0,30.0,222.0,,,,,,,,,,,,,,,,,,,,,,
14-46,Municipales,2020,2,2020-06-28,10,56,14,46,30,1377,591,591,6,3,582,,,,,,,,,,,,,,,,,,,,,,,,79.0,156.0,42.0,305.0,,,,,,,,,,,,,,,,,,,,,,
14-47,Municipales,2020,2,2020-06-28,10,56,14,47,28,1423,506,506,10,11,485,,,,,,,,,,,,,,,,,,,,,,,,63.0,178.0,40.0,204.0,,,,,,,,,,,,,,,,,,,,,,
14-48,Municipales,2020,2,2020-06-28,10,56,14,48,14,1511,526,526,12,7,507,,,,,,,,,,,,,,,,,,,,,,,,63.0,137.0,38.0,269.0,,,,,,,,,,,,,,,,,,,,,,
14-49,Municipales,2020,2,2020-06-28,10,56,14,49,30,1587,678,678,7,7,664,,,,,,,,,,,,,,,,,,,,,,,,76.0,193.0,44.0,351.0,,,,,,,,,,,,,,,,,,,,,,
14-50,Municipales,2020,2,2020-06-28,10,56,14,50,42,1532,607,607,5,8,594,,,,,,,,,,,,,,,,,,,,,,,,61.0,191.0,49.0,293.0,,,,,,,,,,,,,,,,,,,,,,
14-51,Municipales,2020,2,2020-06-28,10,56,14,51,14,1422,507,507,7,4,496,,,,,,,,,,,,,,,,,,,,,,,,63.0,179.0,31.0,223.0,,,,,,,,,,,,,,,,,,,,,,
14-52,Municipales,2020,2,2020-06-28,10,56,14,52,13,1524,461,462,6,2,454,,,,,,,,,,,,,,,,,,,,,,,,53.0,154.0,28.0,219.0,,,,,,,,,,,,,,,,,,,,,,
14-53,Municipales,2020,2,2020-06-28,10,56,14,53,10,1471,431,431,6,5,420,,,,,,,,,,,,,,,,,,,,,,,,57.0,141.0,25.0,197.0,,,,,,,,,,,,,,,,,,,,,,
14-54,Municipales,2020,2,2020-06-28,10,56,14,54,19,1565,583,583,2,4,577,,,,,,,,,,,,,,,,,,,,,,,,78.0,203.0,55.0,241.0,,,,,,,,,,,,,,,,,,,,,,
14-55,Municipales,2020,2,2020-06-28,10,56,14,55,16,1676,581,581,9,9,563,,,,,,,,,,,,,,,,,,,,,,,,80.0,176.0,49.0,258.0,,,,,,,,,,,,,,,,,,,,,,
14-56,Municipales,2020,2,2020-06-28,10,56,14,56,11,1451,414,414,13,7,394,,,,,,,,,,,,,,,,,,,,,,,,48.0,139.0,24.0,183.0,,,,,,,,,,,,,,,,,,,,,,
14-57,Municipales,2020,2,2020-06-28,10,56,14,57,4,1539,370,370,11,7,352,,,,,,,,,,,,,,,,,,,,,,,,44.0,98.0,26.0,184.0,,,,,,,,,,,,,,,,,,,,,,
2-1,Municipales,2020,2,2020-06-28,1,6,2,1,21,1185,435,435,10,1,424,,,,,,,,,,,,,73.0,185.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-2,Municipales,2020,2,2020-06-28,1,6,2,2,23,1036,407,407,7,1,399,,,,,,,,,,,,,60.0,166.0,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3,Municipales,2020,2,2020-06-28,1,5,2,3,19,845,286,286,3,5,278,,,,,,,,,,,,,51.0,128.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-4,Municipales,2020,2,2020-06-28,1,7,2,4,31,1520,578,578,8,1,569,,,,,,,,,,,,,95.0,167.0,307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-5,Municipales,2020,2,2020-06-28,1,7,2,5,23,1442,540,539,10,3,526,,,,,,,,,,,,,69.0,156.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
