ID_BVOTE,SCRUTIN,ANNEE,TOUR,DATE,NUM_CIRC,NUM_QUARTIER,NUM_ARROND,NUM_BUREAU,NB_PROCU,NB_INSCR,NB_EMARG,NB_VOTANT,NB_BLANC,NB_NUL,NB_EXPRIM,M. PENG Chang Hua,M. COUMET Jérôme,M. OLIVIER Jean-Baptiste,M. GRÉGOIRE Emmanuel,Mme MAZETIER Sandrine,Mme MONTANDON Valérie,Mme HERVIEU Céline    ,M. GANTZER Gaspard    ,M. LECOQ Jean-Pierre    ,M. FORT Bertil,Mme CORDEBARD Alexandra    ,M. AMELLAL Karim,M. RUPIN Pacôme    ,M. VÉRON Aurélien,M. WEIL Ariel,Mme LEMARDELEY Marie-Christine,Mme BERTHOUT Florence,Mme Garnier Nelly,M. VAUGLIN François,M. POITOUX Guillaume,Mme IBLED Catherine,Mme EVREN Agnès,Mme TORANIAN Anouch,M. VILLANI Cédric,Mme CARRERE-GEE Marie-Claire,M. AZIERE Éric,PETIT Carine,M. SZPINER Francis,Mme SEBBAH Hanna,Mme BUZIN Agnès ,M. BOULARD Geoffroy    ,Mme TAÏEB Karen,M. ROUXEL Olivier,DAGNAUD François,Mme TOUBIANA Marie,LEJOINDRE Eric,BOURNAZEL Pierre-Yves,M. GRANIER Rudolph,M. PLIEZ Eric,M. DIDIER François-Marie,Mme SIMONNET Danielle,Mme CALANDRA Frédérique,Mme D'HAUTESERRE Jeanne,Mme LÉCUYER Catherine   ,Mme MICHEL Athénaïs,Mme SEGOND Sophie    ,M. MAURIN Pierre,Mme BURKLI Delphine,M. NGATCHA Arnaud
4-5,Municipales,2020,2,2020-06-28,7,15,4,5,70,1411,623,623,10,3,610,,,,,,,,,,,,,80.0,229.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-6,Municipales,2020,2,2020-06-28,7,15,4,6,47,1735,747,747,12,7,728,,,,,,,,,,,,,98.0,228.0,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-7,Municipales,2020,2,2020-06-28,7,15,4,7,31,1355,539,539,5,4,530,,,,,,,,,,,,,63.0,166.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-8,Municipales,2020,2,2020-06-28,7,15,4,8,32,1569,619,619,6,3,610,,,,,,,,,,,,,81.0,231.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9,Municipales,2020,2,2020-06-28,7,16,4,9,54,1055,497,498,17,2,479,,,,,,,,,,,,,74.0,217.0,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-10,Municipales,2020,2,2020-06-28,7,16,4,10,28,1035,446,447,13,1,433,,,,,,,,,,,,,63.0,215.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-11,Municipales,2020,2,2020-06-28,7,13,4,11,27,1032,431,431,6,1,424,,,,,,,,,,,,,48.0,137.0,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-12,Municipales,2020,2,2020-06-28,7,13,4,12,25,1211,533,532,6,9,517,,,,,,,,,,,,,71.0,165.0,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-13,Municipales,2020,2,2020-06-28,7,13,4,13,37,1602,677,677,9,5,663,,,,,,,,,,,,,76.0,191.0,396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-14,Municipales,2020,2,2020-06-28,7,14,4,14,47,1251,532,534,9,1,524,,,,,,,,,,,,,61.0,176.0,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-1,Municipales,2020,2,2020-06-28,2,20,5,1,100,1443,636,636,9,7,620,,,,,,,,,,,,,,,,297.0,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-2,Municipales,2020,2,2020-06-28,2,20,5,2,64,1612,715,715,5,11,699,,,,,,,,,,,,,,,,311.0,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-3,Municipales,2020,2,2020-06-28,2,20,5,3,40,1605,674,673,7,7,659,,,,,,,,,,,,,,,,315.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-4,Municipales,2020,2,2020-06-28,2,20,5,4,67,1443,629,629,12,5,612,,,,,,,,,,,,,,,,245.0,367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-5,Municipales,2020,2,2020-06-28,2,19,5,5,84,1580,729,729,14,5,710,,,,,,,,,,,,,,,,319.0,391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-6,Municipales,2020,2,2020-06-28,2,19,5,6,61,1345,639,639,15,3,621,,,,,,,,,,,,,,,,290.0,331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-7,Municipales,2020,2,2020-06-28,2,19,5,7,73,1562,734,734,13,7,714,,,,,,,,,,,,,,,,305.0,409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-8,Municipales,2020,2,2020-06-28,2,19,5,8,64,1673,793,793,10,6,777,,,,,,,,,,,,,,,,317.0,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-9,Municipales,2020,2,2020-06-28,2,19,5,9,50,1587,787,787,15,2,770,,,,,,,,,,,,,,,,383.0,387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-10,Municipales,2020,2,2020-06-28,2,19,5,10,109,1529,713,713,19,7,687,,,,,,,,,,,,,,,,337.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-11,Municipales,2020,2,2020-06-28,2,19,5,11,78,1560,673,673,11,5,657,,,,,,,,,,,,,,,,328.0,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-12,Municipales,2020,2,2020-06-28,2,19,5,12,53,1516,668,668,15,9,644,,,,,,,,,,,,,,,,335.0,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-13,Municipales,2020,2,2020-06-28,2,18,5,13,44,1278,542,542,7,8,527,,,,,,,,,,,,,,,,253.0,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-14,Municipales,2020,2,2020-06-28,2,18,5,14,64,1355,627,627,4,7,616,,,,,,,,,,,,,,,,321.0,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-15,Municipales,2020,2,2020-06-28,2,18,5,15,87,1473,638,639,9,14,616,,,,,,,,,,,,,,,,315.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-16,Municipales,2020,2,2020-06-28,2,18,5,16,61,1497,664,664,14,5,645,,,,,,,,,,,,,,,,366.0,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-17,Municipales,2020,2,2020-06-28,2,18,5,17,55,1463,622,622,18,6,598,,,,,,,,,,,,,,,,328.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-18,Municipales,2020,2,2020-06-28,2,18,5,18,76,1444,646,647,20,16,611,,,,,,,,,,,,,,,,291.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-19,Municipales,2020,2,2020-06-28,2,18,5,19,59,1382,651,651,16,11,624,,,,,,,,,,,,,,,,263.0,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-20,Municipales,2020,2,2020-06-28,2,18,5,20,42,1495,664,666,13,7,646,,,,,,,,,,,,,,,,286.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-21,Municipales,2020,2,2020-06-28,2,17,5,21,68,1524,677,677,9,4,664,,,,,,,,,,,,,,,,365.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-22,Municipales,2020,2,2020-06-28,2,17,5,22,66,1419,628,628,16,8,604,,,,,,,,,,,,,,,,264.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-23,Municipales,2020,2,2020-06-28,2,17,5,23,121,1481,643,643,22,8,613,,,,,,,,,,,,,,,,256.0,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-24,Municipales,2020,2,2020-06-28,2,17,5,24,67,1464,663,663,8,4,651,,,,,,,,,,,,,,,,363.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-25,Municipales,2020,2,2020-06-28,2,17,5,25,86,1627,716,716,7,5,704,,,,,,,,,,,,,,,,379.0,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1,Municipales,2020,2,2020-06-28,7,43,11,1,38,1742,656,656,12,9,635,,,,,,,,,,,,,,,,,,134.0,431.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-2,Municipales,2020,2,2020-06-28,7,43,11,2,45,1620,680,680,20,5,655,,,,,,,,,,,,,,,,,,157.0,418.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-3,Municipales,2020,2,2020-06-28,7,43,11,3,38,1482,556,556,11,11,534,,,,,,,,,,,,,,,,,,130.0,353.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-4,Municipales,2020,2,2020-06-28,7,43,11,4,48,1718,667,667,11,7,649,,,,,,,,,,,,,,,,,,155.0,429.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-5,Municipales,2020,2,2020-06-28,7,43,11,5,28,1716,625,625,7,5,613,,,,,,,,,,,,,,,,,,115.0,428.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-6,Municipales,2020,2,2020-06-28,7,99,11,6,57,1626,642,642,11,7,624,,,,,,,,,,,,,,,,,,138.0,431.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-7,Municipales,2020,2,2020-06-28,7,99,11,7,55,1525,604,604,11,6,587,,,,,,,,,,,,,,,,,,136.0,388.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-8,Municipales,2020,2,2020-06-28,7,44,11,8,37,1515,601,601,6,3,592,,,,,,,,,,,,,,,,,,119.0,429.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-9,Municipales,2020,2,2020-06-28,7,43,11,9,58,1619,652,652,13,3,636,,,,,,,,,,,,,,,,,,135.0,434.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-10,Municipales,2020,2,2020-06-28,7,43,11,10,33,1603,628,628,14,7,607,,,,,,,,,,,,,,,,,,150.0,387.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-11,Municipales,2020,2,2020-06-28,7,99,11,11,38,1819,684,683,12,8,663,,,,,,,,,,,,,,,,,,106.0,505.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,Municipales,2020,2,2020-06-28,7,43,11,12,27,1643,654,654,10,5,639,,,,,,,,,,,,,,,,,,142.0,449.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-13,Municipales,2020,2,2020-06-28,7,43,11,13,39,1667,643,643,16,3,624,,,,,,,,,,,,,,,,,,95.0,456.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-14,Municipales,2020,2,2020-06-28,7,43,11,14,54,1804,756,756,23,13,720,,,,,,,,,,,,,,,,,,156.0,477.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-15,Municipales,2020,2,2020-06-28,7,99,11,15,50,1704,759,760,14,4,742,,,,,,,,,,,,,,,,,,224.0,422.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-16,Municipales,2020,2,2020-06-28,7,42,11,16,36,1520,653,653,12,5,636,,,,,,,,,,,,,,,,,,172.0,369.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-17,Municipales,2020,2,2020-06-28,7,42,11,17,62,1498,627,627,7,7,613,,,,,,,,,,,,,,,,,,178.0,369.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-18,Municipales,2020,2,2020-06-28,7,42,11,18,44,1499,578,578,9,2,567,,,,,,,,,,,,,,,,,,132.0,362.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-19,Municipales,2020,2,2020-06-28,7,42,11,19,36,1484,551,551,11,5,535,,,,,,,,,,,,,,,,,,140.0,328.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-20,Municipales,2020,2,2020-06-28,7,99,11,20,44,1647,642,644,6,8,630,,,,,,,,,,,,,,,,,,135.0,429.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-21,Municipales,2020,2,2020-06-28,7,41,11,21,53,1543,633,633,20,2,611,,,,,,,,,,,,,,,,,,146.0,380.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-22,Municipales,2020,2,2020-06-28,7,41,11,22,22,1702,657,657,4,6,647,,,,,,,,,,,,,,,,,,154.0,425.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-23,Municipales,2020,2,2020-06-28,7,41,11,23,82,1654,616,616,6,6,604,,,,,,,,,,,,,,,,,,114.0,431.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-24,Municipales,2020,2,2020-06-28,7,99,11,24,58,1737,663,663,14,4,645,,,,,,,,,,,,,,,,,,130.0,431.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-25,Municipales,2020,2,2020-06-28,7,42,11,25,40,1732,693,693,16,8,669,,,,,,,,,,,,,,,,,,132.0,462.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-26,Municipales,2020,2,2020-06-28,7,42,11,26,30,1742,684,684,11,5,668,,,,,,,,,,,,,,,,,,175.0,426.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-27,Municipales,2020,2,2020-06-28,6,41,11,27,34,1684,711,710,9,4,697,,,,,,,,,,,,,,,,,,106.0,523.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-28,Municipales,2020,2,2020-06-28,6,41,11,28,33,1699,666,664,10,2,652,,,,,,,,,,,,,,,,,,101.0,479.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-29,Municipales,2020,2,2020-06-28,6,41,11,29,39,1755,602,602,11,7,584,,,,,,,,,,,,,,,,,,95.0,444.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-30,Municipales,2020,2,2020-06-28,6,41,11,30,33,1845,629,629,16,8,605,,,,,,,,,,,,,,,,,,84.0,478.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-31,Municipales,2020,2,2020-06-28,6,41,11,31,32,1839,544,544,9,8,527,,,,,,,,,,,,,,,,,,119.0,386.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-32,Municipales,2020,2,2020-06-28,6,41,11,32,46,1922,611,611,6,4,601,,,,,,,,,,,,,,,,,,118.0,433.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-33,Municipales,2020,2,2020-06-28,6,99,11,33,30,1809,692,691,13,11,667,,,,,,,,,,,,,,,,,,152.0,443.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-34,Municipales,2020,2,2020-06-28,6,99,11,34,83,1725,552,553,11,11,531,,,,,,,,,,,,,,,,,,103.0,391.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-35,Municipales,2020,2,2020-06-28,6,42,11,35,48,1683,656,656,9,0,647,,,,,,,,,,,,,,,,,,150.0,419.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-36,Municipales,2020,2,2020-06-28,6,42,11,36,41,1706,640,640,6,3,631,,,,,,,,,,,,,,,,,,121.0,449.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-37,Municipales,2020,2,2020-06-28,6,42,11,37,38,1623,627,629,6,3,620,,,,,,,,,,,,,,,,,,155.0,400.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-38,Municipales,2020,2,2020-06-28,6,42,11,38,61,1694,662,662,6,7,649,,,,,,,,,,,,,,,,,,174.0,409.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-39,Municipales,2020,2,2020-06-28,6,43,11,39,34,1427,529,529,10,10,509,,,,,,,,,,,,,,,,,,127.0,326.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-40,Municipales,2020,2,2020-06-28,6,99,11,40,22,1495,570,571,19,6,546,,,,,,,,,,,,,,,,,,135.0,355.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-41,Municipales,2020,2,2020-06-28,6,43,11,41,25,1736,599,599,14,6,579,,,,,,,,,,,,,,,,,,155.0,352.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-42,Municipales,2020,2,2020-06-28,6,43,11,42,17,1544,485,486,13,4,469,,,,,,,,,,,,,,,,,,134.0,301.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-43,Municipales,2020,2,2020-06-28,6,43,11,43,63,1749,671,671,18,8,645,,,,,,,,,,,,,,,,,,130.0,452.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-44,Municipales,2020,2,2020-06-28,6,44,11,44,42,1709,676,676,12,1,663,,,,,,,,,,,,,,,,,,159.0,421.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-45,Municipales,2020,2,2020-06-28,6,99,11,45,27,1569,641,641,8,8,625,,,,,,,,,,,,,,,,,,185.0,367.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-46,Municipales,2020,2,2020-06-28,6,99,11,46,16,1814,610,611,19,6,586,,,,,,,,,,,,,,,,,,191.0,341.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-47,Municipales,2020,2,2020-06-28,6,44,11,47,37,1784,660,660,11,9,640,,,,,,,,,,,,,,,,,,171.0,406.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-48,Municipales,2020,2,2020-06-28,6,44,11,48,33,1731,758,758,9,7,742,,,,,,,,,,,,,,,,,,223.0,422.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-49,Municipales,2020,2,2020-06-28,6,44,11,49,53,1755,689,689,15,12,662,,,,,,,,,,,,,,,,,,178.0,422.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-50,Municipales,2020,2,2020-06-28,6,44,11,50,40,1710,751,751,17,9,725,,,,,,,,,,,,,,,,,,171.0,495.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-51,Municipales,2020,2,2020-06-28,6,44,11,51,37,1699,671,671,7,6,658,,,,,,,,,,,,,,,,,,156.0,437.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-52,Municipales,2020,2,2020-06-28,6,44,11,52,46,1762,660,660,16,9,635,,,,,,,,,,,,,,,,,,124.0,450.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-53,Municipales,2020,2,2020-06-28,6,44,11,53,52,1705,722,722,6,6,710,,,,,,,,,,,,,,,,,,160.0,479.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-54,Municipales,2020,2,2020-06-28,6,44,11,54,35,1621,604,604,16,6,582,,,,,,,,,,,,,,,,,,175.0,352.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-55,Municipales,2020,2,2020-06-28,6,44,11,55,32,1681,663,662,9,10,643,,,,,,,,,,,,,,,,,,123.0,458.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-1,Municipales,2020,2,2020-06-28,12,57,15,1,42,1213,471,471,7,0,464,,,,,,,,,,,,,,,,,,,,,47.0,234.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-2,Municipales,2020,2,2020-06-28,12,57,15,2,67,1409,611,612,6,3,603,,,,,,,,,,,,,,,,,,,,,54.0,342.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-3,Municipales,2020,2,2020-06-28,12,57,15,3,37,1332,517,516,8,3,505,,,,,,,,,,,,,,,,,,,,,56.0,231.0,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-4,Municipales,2020,2,2020-06-28,12,59,15,4,34,1629,603,603,10,4,589,,,,,,,,,,,,,,,,,,,,,57.0,304.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-5,Municipales,2020,2,2020-06-28,12,59,15,5,43,1639,556,556,8,3,545,,,,,,,,,,,,,,,,,,,,,67.0,293.0,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-6,Municipales,2020,2,2020-06-28,12,59,15,6,49,1603,601,601,8,5,588,,,,,,,,,,,,,,,,,,,,,67.0,297.0,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-7,Municipales,2020,2,2020-06-28,12,59,15,7,36,1560,565,565,5,4,556,,,,,,,,,,,,,,,,,,,,,66.0,295.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-8,Municipales,2020,2,2020-06-28,12,59,15,8,46,1401,657,656,6,5,645,,,,,,,,,,,,,,,,,,,,,91.0,309.0,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-9,Municipales,2020,2,2020-06-28,12,59,15,9,34,1492,596,595,7,10,578,,,,,,,,,,,,,,,,,,,,,77.0,321.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-10,Municipales,2020,2,2020-06-28,12,59,15,10,30,1514,528,528,10,4,514,,,,,,,,,,,,,,,,,,,,,74.0,279.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-11,Municipales,2020,2,2020-06-28,12,59,15,11,44,1587,628,628,9,7,612,,,,,,,,,,,,,,,,,,,,,73.0,378.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-12,Municipales,2020,2,2020-06-28,12,59,15,12,35,1722,705,705,6,5,694,,,,,,,,,,,,,,,,,,,,,107.0,343.0,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-13,Municipales,2020,2,2020-06-28,12,59,15,13,30,1639,661,661,2,6,653,,,,,,,,,,,,,,,,,,,,,64.0,353.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-14,Municipales,2020,2,2020-06-28,12,59,15,14,48,1696,703,703,7,3,693,,,,,,,,,,,,,,,,,,,,,98.0,427.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-15,Municipales,2020,2,2020-06-28,12,59,15,15,24,1559,578,578,11,7,560,,,,,,,,,,,,,,,,,,,,,58.0,365.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-16,Municipales,2020,2,2020-06-28,12,59,15,16,26,1692,740,740,8,8,724,,,,,,,,,,,,,,,,,,,,,80.0,468.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-17,Municipales,2020,2,2020-06-28,12,59,15,17,33,1552,551,551,5,4,542,,,,,,,,,,,,,,,,,,,,,47.0,351.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-18,Municipales,2020,2,2020-06-28,12,59,15,18,16,1396,549,549,4,6,539,,,,,,,,,,,,,,,,,,,,,58.0,351.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-19,Municipales,2020,2,2020-06-28,12,59,15,19,33,1401,605,605,8,7,590,,,,,,,,,,,,,,,,,,,,,60.0,378.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20,Municipales,2020,2,2020-06-28,12,59,15,20,11,1499,608,608,3,8,597,,,,,,,,,,,,,,,,,,,,,64.0,396.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-21,Municipales,2020,2,2020-06-28,12,59,15,21,37,1361,580,580,5,2,573,,,,,,,,,,,,,,,,,,,,,83.0,353.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-22,Municipales,2020,2,2020-06-28,12,59,15,22,51,1450,574,574,6,2,566,,,,,,,,,,,,,,,,,,,,,68.0,358.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-23,Municipales,2020,2,2020-06-28,12,58,15,23,25,1521,674,674,10,9,655,,,,,,,,,,,,,,,,,,,,,90.0,396.0,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-24,Municipales,2020,2,2020-06-28,12,58,15,24,55,1556,602,602,9,3,590,,,,,,,,,,,,,,,,,,,,,70.0,391.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-25,Municipales,2020,2,2020-06-28,12,58,15,25,57,1580,688,688,5,2,681,,,,,,,,,,,,,,,,,,,,,95.0,363.0,223.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-26,Municipales,2020,2,2020-06-28,12,58,15,26,50,1570,601,601,8,4,589,,,,,,,,,,,,,,,,,,,,,66.0,306.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-27,Municipales,2020,2,2020-06-28,12,58,15,27,13,1463,500,500,10,9,481,,,,,,,,,,,,,,,,,,,,,36.0,256.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-28,Municipales,2020,2,2020-06-28,12,58,15,28,23,1498,590,590,9,6,575,,,,,,,,,,,,,,,,,,,,,71.0,296.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-29,Municipales,2020,2,2020-06-28,12,58,15,29,52,1510,663,662,6,7,649,,,,,,,,,,,,,,,,,,,,,61.0,339.0,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-30,Municipales,2020,2,2020-06-28,12,58,15,30,66,1531,655,655,6,7,642,,,,,,,,,,,,,,,,,,,,,87.0,339.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-31,Municipales,2020,2,2020-06-28,12,58,15,31,30,1570,652,652,5,10,637,,,,,,,,,,,,,,,,,,,,,75.0,372.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-32,Municipales,2020,2,2020-06-28,12,58,15,32,75,1503,658,658,12,3,643,,,,,,,,,,,,,,,,,,,,,85.0,322.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-33,Municipales,2020,2,2020-06-28,12,58,15,33,55,1515,631,631,4,5,622,,,,,,,,,,,,,,,,,,,,,73.0,344.0,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-34,Municipales,2020,2,2020-06-28,12,58,15,34,32,1651,669,669,7,12,650,,,,,,,,,,,,,,,,,,,,,72.0,360.0,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-35,Municipales,2020,2,2020-06-28,12,58,15,35,42,1653,617,620,4,15,601,,,,,,,,,,,,,,,,,,,,,72.0,246.0,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-36,Municipales,2020,2,2020-06-28,12,58,15,36,38,1585,611,611,11,3,597,,,,,,,,,,,,,,,,,,,,,66.0,282.0,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-37,Municipales,2020,2,2020-06-28,12,58,15,37,46,1577,633,635,9,3,623,,,,,,,,,,,,,,,,,,,,,93.0,309.0,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-38,Municipales,2020,2,2020-06-28,12,58,15,38,20,1512,561,561,14,6,541,,,,,,,,,,,,,,,,,,,,,53.0,293.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-39,Municipales,2020,2,2020-06-28,12,58,15,39,25,1554,501,501,10,10,481,,,,,,,,,,,,,,,,,,,,,33.0,268.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15-40,Municipales,2020,2,2020-06-28,12,58,15,40,24,1479,544,544,12,6,526,,,,,,,,,,,,,,,,,,,,,62.0,285.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,
